id,list_price,uom_id/id,categ_id/id,name,sale_ok,company_id/id,uom_po_id,type,purchase_ok,active
185,1.00,1,1,"Nº13 Art 25º Tabela Geral-Gruas,guindaste",TRUE,1,1,product,FALSE,TRUE
186,1.00,1,1,"Nº13 Art 25º Tabela Geral-Gruas,guindaste",TRUE,1,1,product,FALSE,TRUE
187,1.00,1,1,Nº15 Art 25º Tabela Geral-Interrupções Trânsito,TRUE,1,1,product,FALSE,TRUE
188,1.00,1,1,Nº15 Art 25º Tabela Geral-Interrupções Trânsito,TRUE,1,1,product,FALSE,TRUE
189,1.00,1,1,Nº14 Art 25º Tabela Geral-Condicionamento,TRUE,1,1,product,FALSE,TRUE
190,1.00,1,1,Nº14 Art 25º Tabela Geral-Condicionamento,TRUE,1,1,product,FALSE,TRUE
191,1.00,1,1,Nº16 Art 25º Tabela Geral-Abertura Vala,TRUE,1,1,product,FALSE,TRUE
192,1.00,1,1,Nº16 Art 25º Tabela Geral-Abertura Vala,TRUE,1,1,product,FALSE,TRUE
193,1.00,1,1,Nº 17 Art 25º Tabela Geral - Outras ocupações,TRUE,1,1,product,FALSE,TRUE
194,1.00,1,1,Nº 17 Art 25º Tabela Geral - Ocupações floristas,TRUE,1,1,product,FALSE,TRUE
195,1.00,1,1,Nº1 Art 26º Tabela Geral-Bombas carburantes,TRUE,1,1,product,FALSE,TRUE
196,1.00,1,1,Nº2 Art 26º Tabela Geral-Bombas carburantes,TRUE,1,1,product,FALSE,TRUE
197,1.00,1,1,Nº3 Art 26º Tabela Geral-Bombas carburantes,TRUE,1,1,product,FALSE,TRUE
198,1.00,1,1,Nº4 Art 26º Tabela Geral-Bombas carburantes,TRUE,1,1,product,FALSE,TRUE
199,1.00,1,1,Nº1 Art 27º Tabela Geral-Bombas ar e água,TRUE,1,1,product,FALSE,TRUE
200,1.00,1,1,Nº2 Art 27º Tabela Geral-Bombas ar e água,TRUE,1,1,product,FALSE,TRUE
201,1.00,1,1,Nº3 Art 27º Tabela Geral-Bombas ar e água,TRUE,1,1,product,FALSE,TRUE
202,1.00,1,1,Nº4 Art 27º Tabela Geral-Bombas ar e água,TRUE,1,1,product,FALSE,TRUE
203,1.00,1,1,Nº1 Art 28º Tabela Geral-Licença ciclomotores,TRUE,1,1,product,FALSE,TRUE
204,1.00,1,1,Nº2 Art 28º Tabela Geral-Licença veículos/tractor,TRUE,1,1,product,FALSE,TRUE
205,1.00,1,1,Nº1 Art 29º Tabela Geral-Emissão 2ª via licença,TRUE,1,1,product,FALSE,TRUE
206,1.00,1,1,Nº2 Art 29º Tabela Geral-Emissão 2ª via chapa,TRUE,1,1,product,FALSE,TRUE
207,1.00,1,1,Nº1 Art 31º Tabela Geral-Anúncios Luminosos 1ºano,TRUE,1,1,product,FALSE,TRUE
208,1.00,1,1,Nº2 Art31º Tabela Geral-Anúncios Luminosos renov,TRUE,1,1,product,FALSE,TRUE
209,1.00,1,1,Nº1 Art32º Tabela Geral-Anúncios N Luminosos 1ºano,TRUE,1,1,product,FALSE,TRUE
210,1.00,1,1,Nº2 Art32º Tabela Geral-Anúncios N Luminosos renov,TRUE,1,1,product,FALSE,TRUE
211,1.00,1,1,Nº1 Art33º Tabela Geral-Publicidade Corrida 1ºano,TRUE,1,1,product,FALSE,TRUE
212,1.00,1,1,Nº2 Art33º Tabela Geral-Anúncios Corrida renov,TRUE,1,1,product,FALSE,TRUE
213,1.00,1,1,Art 34º Tabela Geral-Frisos luminosos compl.,TRUE,1,1,product,FALSE,TRUE
214,1.00,1,1,Art 35º Tabela Geral-Bandeiras,TRUE,1,1,product,FALSE,TRUE
215,1.00,1,1,"Nº1 Art36º Tabela Geral-Vitrines, mostradores?",TRUE,1,1,product,FALSE,TRUE
216,1.00,1,1,Nº2 Art36º Tabela Geral-Exposição no exterior,TRUE,1,1,product,FALSE,TRUE
217,1.00,1,1,"Nº1 Art37º Tabela Geral-Decalcomanias,distintivos?",TRUE,1,1,product,FALSE,TRUE
218,1.00,1,1,"Nº2 Art37º Tabela Geral-Decalcomanias,distintivos?",TRUE,1,1,product,FALSE,TRUE
219,1.00,1,1,Nº1 Art38ºTabela Geral-Publici. transp.colectivo,TRUE,1,1,product,FALSE,TRUE
220,1.00,1,1,a)Nº2 Art 38ºTabela Geral-Publici.viaturas alusiva,TRUE,1,1,product,FALSE,TRUE
221,1.00,1,1,b) Nº2 Art38ºTabela Geral-Publici.viaturas-outras,TRUE,1,1,product,FALSE,TRUE
222,1.00,1,1,Art 39º Tabela Geral - Publicidade Sonora,TRUE,1,1,product,FALSE,TRUE
223,1.00,1,1,"Art 40º Tabela Geral - Publicidade Vedação,painel?",TRUE,1,1,product,FALSE,TRUE
224,1.00,1,1,Nº1 Art 41º Tabela Geral-Publici.transitória aérea,TRUE,1,1,product,FALSE,TRUE
225,1.00,1,1,Nº2 Art 41º Tabela Geral-Publici.transitória outra,TRUE,1,1,product,FALSE,TRUE
226,1.00,1,1,Art 42º Tabela Geral-Anúncios/cartazes afixados,TRUE,1,1,product,FALSE,TRUE
227,1.00,1,1,Nº1 Art 43º Tabela Geral-Distribuição Panfletos,TRUE,1,1,product,FALSE,TRUE
228,1.00,1,1,Nº2 Art 43º Tabela Geral-Distribuição Produtos,TRUE,1,1,product,FALSE,TRUE
